dtn|SON200120101761|N9GIN20001590|2020-01-20 10:44:14|N9|A|Allocate|1480|71089834|13|1301|130102|DTAC_CENTER|765|1032|0.00|862435047128355||OPH0A920GN0|6955.00|0.00|6955.00|455.00|39470.00|Discovery|2020-01-20 10:44:14|osya10
dtn|SON200120101761|N9GIN20001590|2020-01-20 10:44:14|N9|A|Allocate|1480|71089834|13|1301|130102|DTAC_CENTER|765|1032|0.00|862435048125756||OPH0A920MT0|6955.00|0.00|6955.00|455.00|39470.00|Discovery|2020-01-20 10:44:14|osya10
dtn|SON200120101761|N9GIN20001590|2020-01-20 10:44:14|N9|A|Allocate|1480|71089834|13|1301|130102|DTAC_CENTER|765|1032|0.00|865686044482974||OPH00A5SRD0|4000.00|0.00|4000.00|261.68|39470.00|Discovery|2020-01-20 10:44:14|osya10
dtn|SON200120101761|N9GIN20001590|2020-01-20 10:44:14|N9|A|Allocate|1480|71089834|13|1301|130102|DTAC_CENTER|765|1032|0.00|865686044511715||OPH00A5SRD0|4000.00|0.00|4000.00|261.68|39470.00|Discovery|2020-01-20 10:44:14|osya10
dtn|SON200120101761|N9GIN20001590|2020-01-20 10:44:14|N9|A|Allocate|1480|71089834|13|1301|130102|DTAC_CENTER|765|1032|0.00|866197046606510||OPH00A5SBL0|4000.00|0.00|4000.00|261.68|39470.00|Discovery|2020-01-20 10:44:14|osya10
dtn|SON200120101761|N9GIN20001590|2020-01-20 10:44:14|N9|A|Allocate|1480|71089834|13|1301|130102|DTAC_CENTER|765|1032|0.00|866197046607112||OPH00A5SBL0|4000.00|0.00|4000.00|261.68|39470.00|Discovery|2020-01-20 10:44:14|osya10
dtn|SON200120101761|N9GIN20001590|2020-01-20 10:44:14|N9|A|Allocate|1480|71089834|13|1301|130102|DTAC_CENTER|765|1032|0.00|869563042826278||OPH0RN2FWH0|9560.00|0.00|9560.00|625.43|39470.00|Discovery|2020-01-20 10:44:14|osya10
dtn|SON200120101756|N9GIN20001591|2020-01-20 11:04:51|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|353418118544375||SSHGA10SGN0|3913.00|0.00|3913.00|255.99|89950.00|Discovery|2020-01-20 11:04:51|osya10
dtn|SON200120101756|N9GIN20001591|2020-01-20 11:04:51|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|353418118545398||SSHGA10SGN0|3913.00|0.00|3913.00|255.99|89950.00|Discovery|2020-01-20 11:04:51|osya10
dtn|SON200120101756|N9GIN20001591|2020-01-20 11:04:51|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|353418118545554||SSHGA10SGN0|3913.00|0.00|3913.00|255.99|89950.00|Discovery|2020-01-20 11:04:51|osya10
dtn|SON200120101756|N9GIN20001591|2020-01-20 11:04:51|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|353418118552634||SSHGA10SGN0|3913.00|0.00|3913.00|255.99|89950.00|Discovery|2020-01-20 11:04:51|osya10
dtn|SON200120101756|N9GIN20001591|2020-01-20 11:04:51|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|860244042097314||VVH00Y11RD0|3440.00|0.00|3440.00|225.05|89950.00|Discovery|2020-01-20 11:04:51|osya10
dtn|SON200120101756|N9GIN20001591|2020-01-20 11:04:51|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|860244042099252||VVH00Y11RD0|3440.00|0.00|3440.00|225.05|89950.00|Discovery|2020-01-20 11:04:51|osya10
