dtn|SON200121101902|N9GIN20001721|2020-01-21 11:14:15|N9|A|Allocate|1443|71119704|13|1301|130102|DTAC_CENTER|765|1032|0.00|864809046974456||VVH00Y11BL0|3475.00|0.00|3475.00|227.34|22425.00|Discovery|2020-01-21 11:14:15|osya10
dtn|SON200121101902|N9GIN20001721|2020-01-21 11:14:15|N9|A|Allocate|1443|71119704|13|1301|130102|DTAC_CENTER|765|1032|0.00|864809047030555||VVH00Y11BL0|3475.00|0.00|3475.00|227.34|22425.00|Discovery|2020-01-21 11:14:15|osya10
dtn|SON200121101902|N9GIN20001721|2020-01-21 11:14:15|N9|A|Allocate|1443|71119704|13|1301|130102|DTAC_CENTER|765|1032|0.00|864809047032098||VVH00Y11RD0|3475.00|0.00|3475.00|227.34|22425.00|Discovery|2020-01-21 11:14:15|osya10
dtn|SON200121101902|N9GIN20001721|2020-01-21 11:14:15|N9|A|Allocate|1443|71119704|13|1301|130102|DTAC_CENTER|765|1032|0.00|865686044505311||OPH00A5SRD0|4000.00|0.00|4000.00|261.68|22425.00|Discovery|2020-01-21 11:14:15|osya10
dtn|SON200121101902|N9GIN20001721|2020-01-21 11:14:15|N9|A|Allocate|1443|71119704|13|1301|130102|DTAC_CENTER|765|1032|0.00|866197046591852||OPH00A5SBL0|4000.00|0.00|4000.00|261.69|22425.00|Discovery|2020-01-21 11:14:15|osya10
dtn|SON200121101902|N9GIN20001721|2020-01-21 11:14:15|N9|A|Allocate|1443|71119704|13|1301|130102|DTAC_CENTER|765|1032|0.00|866197046605793||OPH00A5SBL0|4000.00|0.00|4000.00|261.69|22425.00|Discovery|2020-01-21 11:14:15|osya10
dtn|SON200121101904|N9GIN20001724|2020-01-21 11:16:23|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|352353113866286||SSA51128PKD|5420.00|0.00|5420.00|354.58|26590.00|Discovery|2020-01-21 11:16:23|osya10
dtn|SON200121101904|N9GIN20001724|2020-01-21 11:16:23|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|862435046691619||OPH0A920PP0|6885.00|0.00|6885.00|450.41|26590.00|Discovery|2020-01-21 11:16:23|osya10
dtn|SON200121101904|N9GIN20001724|2020-01-21 11:16:23|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|862435048127570||OPH0A920MT0|6885.00|0.00|6885.00|450.42|26590.00|Discovery|2020-01-21 11:16:23|osya10
dtn|SON200121101904|N9GIN20001724|2020-01-21 11:16:23|N9|A|Allocate|1475|78394977|13|1301|130102|DTAC_CENTER|765|1032|0.00|864809046970439||VVH00Y11BL0|3440.00|0.00|3440.00|225.05|26590.00|Discovery|2020-01-21 11:16:23|osya10
